time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_range,train/loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/approx_kl
1222,889,531,92.53,7.929584980010986,1087488,-35.16302824020386,50.34296156167984,0.00030703288888888887,0.2,17.499799728393555,0.484326171875,2.080293655395508,5300,0.9504551291465759,-0.06963293727021665,0.16885433
1221,891,532,91.52,6.2252516746521,1089536,-35.18597023487091,50.90686974525452,0.0003066688,0.2,14.4420804977417,0.501025390625,2.083280324935913,5310,0.9433077573776245,-0.068570018815808,0.19326186
1222,893,533,90.73,5.081241130828857,1091584,-35.19912135601044,53.05053509473801,0.00030630471111111116,0.2,15.226130485534668,0.45546875,2.0852808952331543,5320,0.9490127563476562,-0.07241662376618478,0.12804183
1222,894,534,90.65,4.797652721405029,1093632,-35.21651258468628,70.20156307220459,0.0003059406222222222,0.2,27.795562744140625,0.41650390625,2.0879533290863037,5330,0.9297550916671753,-0.06869056166615337,0.13520999
1222,896,535,92.09,6.773653030395508,1095680,-35.227126240730286,65.87828084230424,0.00030557653333333334,0.2,28.26981544494629,0.41513671875,2.088369131088257,5340,0.9361633062362671,-0.07643807422136888,0.11193263
1222,897,536,92.03,6.809505462646484,1097728,-35.23542063236236,66.22712452411652,0.0003052124444444445,0.2,26.426239013671875,0.459228515625,2.090967893600464,5350,0.9345006346702576,-0.07424923853832296,0.115369074
1222,899,537,91.92,6.318397045135498,1099776,-35.25949332714081,63.84608777761459,0.00030484835555555557,0.2,26.6225528717041,0.4150390625,2.094815969467163,5360,0.9396740198135376,-0.07310312542831525,0.10929003
1223,900,538,92.0,6.503765106201172,1101824,-35.286329817771914,50.079904758930205,0.00030448426666666666,0.2,18.032590866088867,0.470751953125,2.099454164505005,5370,0.9395460486412048,-0.07540155269671231,0.14863148
1223,902,539,90.8,4.059128761291504,1103872,-35.29179620742798,47.77377063035965,0.0003041201777777778,0.2,14.559318542480469,0.480810546875,2.099493980407715,5380,0.946273922920227,-0.07347636341582983,0.16728768
1223,903,540,91.05,4.62236213684082,1105920,-35.300717616081236,61.01545541286468,0.0003037560888888889,0.2,15.851521492004395,0.48984375,2.102865219116211,5390,0.9394727945327759,-0.07118658953113481,0.1565068
1223,905,541,90.85,4.555074691772461,1107968,-35.31535110473633,52.78736251592636,0.000303392,0.2,17.786731719970703,0.486669921875,2.104193925857544,5400,0.9408965110778809,-0.07158960766973906,0.1592261
1223,907,542,90.61,4.752225875854492,1110016,-35.321413397789,51.8681564450264,0.00030302791111111113,0.2,17.244083404541016,0.493017578125,2.104356527328491,5410,0.9410966634750366,-0.07885929374606349,0.15526684
1223,909,543,91.02,5.556960582733154,1112064,-35.33067648410797,54.544419574737546,0.00030266382222222227,0.2,19.103647232055664,0.46171875,2.1066761016845703,5420,0.936387300491333,-0.07320777945569716,0.12224876
1223,910,544,89.89,3.8122165203094482,1114112,-35.3465402841568,52.007086193561555,0.0003022997333333333,0.2,17.447898864746094,0.476416015625,2.109785318374634,5430,0.9440046548843384,-0.06524838428013027,0.1355199
1223,911,545,89.89,3.8808226585388184,1116160,-35.364219188690186,79.42180848121643,0.00030193564444444445,0.2,22.830686569213867,0.4435546875,2.111642837524414,5440,0.9175211191177368,-0.0717175696248887,0.12876873
1224,913,546,90.86,5.09443473815918,1118208,-35.37867374420166,60.346786212921145,0.0003015715555555556,0.2,25.812814712524414,0.433154296875,2.114774465560913,5450,0.9371242523193359,-0.07735017457744106,0.13902321
1224,914,547,90.29,4.236580848693848,1120256,-35.398501586914065,60.48807816505432,0.0003012074666666667,0.2,18.101139068603516,0.4943359375,2.118124485015869,5460,0.9439026713371277,-0.07350549008697271,0.18554822
1224,916,548,91.03,5.889899253845215,1122304,-35.41311962604523,84.36342358589172,0.0003008433777777778,0.2,25.75157356262207,0.40546875,2.120218276977539,5470,0.9253378510475159,-0.07085755718289874,0.10681665
1224,918,549,91.7,7.075702667236328,1124352,-35.43783707618714,55.28289238214493,0.00030047928888888887,0.2,20.482967376708984,0.441015625,2.126246213912964,5480,0.9428438544273376,-0.07272471223259344,0.16363236
1224,919,550,91.73,6.905041694641113,1126400,-35.456618022918704,78.03871471881867,0.0003001152,0.2,25.26384735107422,0.40673828125,2.126279592514038,5490,0.928007960319519,-0.07327610134962015,0.102474414
1224,921,551,89.96,4.4793782234191895,1128448,-35.45276334285736,56.214535450935365,0.00029975111111111115,0.2,18.439712524414062,0.440234375,2.127558469772339,5500,0.9409770965576172,-0.07640269731055013,0.12265311
1225,922,552,89.54,3.532231092453003,1130496,-35.458414149284366,68.23579292297363,0.00029938702222222224,0.2,22.17505645751953,0.456005859375,2.128697156906128,5510,0.9372734427452087,-0.06856925361207686,0.15399498
1225,924,553,90.24,4.775998115539551,1132544,-35.47845919132233,77.21311843395233,0.00029902293333333333,0.2,26.29924964904785,0.43486328125,2.1324357986450195,5520,0.9278645515441895,-0.07427189684240147,0.14051297
1224,926,554,91.66,6.5796122550964355,1134592,-35.49835157394409,48.37589068412781,0.0002986588444444445,0.2,14.563177108764648,0.471435546875,2.134758949279785,5530,0.9463367462158203,-0.0712254599086009,0.16142833
1225,927,555,93.37,9.09572696685791,1136640,-35.50689482688904,67.28638694286346,0.00029829475555555557,0.2,16.615421295166016,0.444482421875,2.137845516204834,5540,0.9381080865859985,-0.07498090356239118,0.13511951
1225,929,556,95.07,11.120421409606934,1138688,-35.529675579071046,57.29386830329895,0.0002979306666666667,0.2,18.80702018737793,0.4595703125,2.1420507431030273,5550,0.9386518001556396,-0.07395717823528684,0.15913606
1225,931,557,94.47,10.187396049499512,1140736,-35.55479600429535,93.30347275733948,0.00029756657777777775,0.2,31.000350952148438,0.4130859375,2.145604133605957,5560,0.9065799713134766,-0.07288737109047361,0.10063605
1225,932,558,93.93,8.836689949035645,1142784,-35.564929723739624,71.27518291473389,0.0002972024888888889,0.2,23.61082649230957,0.42412109375,2.145968198776245,5570,0.9293771982192993,-0.07265425298246556,0.1160741
1225,934,559,93.21,8.024431228637695,1144832,-35.559922790527345,68.8532440662384,0.00029683840000000003,0.2,24.79776954650879,0.45205078125,2.146345376968384,5580,0.9446080327033997,-0.07104684957885184,0.1519697
1225,936,560,91.3,5.403116226196289,1146880,-35.57045087814331,59.83089339733124,0.0002964743111111111,0.2,21.9027042388916,0.429443359375,2.1495895385742188,5590,0.9402343034744263,-0.07446852022549137,0.13198581
1225,937,561,89.28,2.5057742595672607,1148928,-35.59020414352417,65.38020975589752,0.0002961102222222222,0.2,24.3680419921875,0.427783203125,2.1519312858581543,5600,0.9329098463058472,-0.07377136640716345,0.11961069
1225,939,562,89.99,3.6185834407806396,1150976,-35.60052239894867,67.80985252857208,0.00029574613333333336,0.2,21.484451293945312,0.435693359375,2.152994155883789,5610,0.9238115549087524,-0.07249135044403374,0.13844424
1225,940,563,92.18,7.01265811920166,1153024,-35.61281003952026,56.76062436103821,0.0002953820444444445,0.2,17.666227340698242,0.4408203125,2.154458999633789,5620,0.9418121576309204,-0.07055690612178296,0.1245371
1226,942,564,91.77,5.775242805480957,1155072,-35.632465624809264,52.66748175621033,0.0002950179555555556,0.2,27.527774810791016,0.488525390625,2.15773606300354,5630,0.9519414901733398,-0.07234750863863156,0.18624267
1225,944,565,92.77,7.474545955657959,1157120,-35.64989442825318,51.77976132631302,0.0002946538666666667,0.2,15.268919944763184,0.48212890625,2.1592001914978027,5640,0.9505841732025146,-0.06820567590766587,0.16708878
1225,945,566,93.35,8.241424560546875,1159168,-35.65415978431702,58.745747816562655,0.0002942897777777778,0.2,22.55905532836914,0.437646484375,2.159776449203491,5650,0.9450339674949646,-0.06988233724841848,0.11463256
1225,947,567,92.03,6.396926403045654,1161216,-35.65812110900879,55.154844641685486,0.00029392568888888897,0.2,20.059688568115234,0.500732421875,2.1616287231445312,5660,0.9326537847518921,-0.07373089092434384,0.17086777
1225,949,568,91.71,6.102826118469238,1163264,-35.67830102443695,52.041580247879025,0.0002935616,0.2,20.616628646850586,0.487841796875,2.1661853790283203,5670,0.943382740020752,-0.0731835597078316,0.17034465
1225,950,569,89.54,3.085219621658325,1165312,-35.70903446674347,55.59487562179565,0.00029319751111111115,0.2,16.358476638793945,0.45654296875,2.171381950378418,5680,0.9491927027702332,-0.07160831112414598,0.15154825
1225,952,570,90.07,3.804567337036133,1167360,-35.718437266349795,59.61210625171661,0.00029283342222222224,0.2,16.634916305541992,0.43115234375,2.171823024749756,5690,0.9389234185218811,-0.06991662579239347,0.13070437
1225,953,571,90.26,4.196335792541504,1169408,-35.71900901794434,68.9478422164917,0.00029246933333333333,0.2,22.068552017211914,0.475048828125,2.173945426940918,5700,0.9346592426300049,-0.06849996192613617,0.20737338
1225,955,572,90.47,4.3265886306762695,1171456,-35.741420006752016,55.85559493303299,0.0002921052444444444,0.2,20.718111038208008,0.49619140625,2.178149700164795,5710,0.9422295093536377,-0.07266340397763997,0.1661632
1226,957,573,88.02,0.7185019850730896,1173504,-35.76935746669769,56.026296043395995,0.00029174115555555556,0.2,22.8218994140625,0.468359375,2.1829030513763428,5720,0.9438318610191345,-0.07196210581460036,0.17486283
1226,958,574,90.79,4.894735336303711,1175552,-35.7868545293808,70.43627169132233,0.00029137706666666665,0.2,29.84140968322754,0.422705078125,2.1841156482696533,5730,0.9356671571731567,-0.07196647502714767,0.13390051
1226,960,575,88.45,1.3490222692489624,1177600,-35.79689075946808,61.29734874963761,0.0002910129777777778,0.2,27.021554946899414,0.472509765625,2.1875927448272705,5740,0.9465863108634949,-0.07018890544422902,0.15322503
1225,962,576,88.81,2.0225741863250732,1179648,-35.80923871994018,54.27515161037445,0.00029064888888888883,0.2,21.839780807495117,0.495947265625,2.189626932144165,5750,0.9367881417274475,-0.07282259545754641,0.21181417
1225,963,577,89.63,3.5207276344299316,1181696,-35.82904443740845,69.01320645809173,0.00029028480000000003,0.2,25.13783836364746,0.467919921875,2.1937601566314697,5760,0.9355999827384949,-0.06994929384090938,0.16220734
1225,965,578,90.01,4.327143669128418,1183744,-35.836941146850585,60.494583868980406,0.0002899207111111111,0.2,22.234779357910156,0.4505859375,2.193302869796753,5770,0.9394468069076538,-0.07273449247004464,0.14792925
1225,967,579,88.8,2.7620508670806885,1185792,-35.84182555675507,66.72798390388489,0.00028955662222222226,0.2,26.518516540527344,0.441162109375,2.195535898208618,5780,0.9387981295585632,-0.06957927219336853,0.15345961
1226,968,580,88.81,2.8662610054016113,1187840,-35.85869710445404,51.36465729475022,0.0002891925333333333,0.2,14.145256996154785,0.49970703125,2.198472261428833,5790,0.9431323409080505,-0.06772063077660277,0.19660908
1226,970,581,88.06,1.5991154909133911,1189888,-35.87141840457916,45.210780394077304,0.00028882844444444444,0.2,21.249053955078125,0.467919921875,2.199428081512451,5800,0.9488990306854248,-0.06882927464903332,0.15528387
1226,972,582,87.54,0.6312817335128784,1191936,-35.885805344581605,42.5106103181839,0.0002884643555555556,0.2,12.794656753540039,0.51171875,2.202841281890869,5810,0.957455039024353,-0.07047572310548275,0.18855822
1226,973,583,87.06,-0.1289689689874649,1193984,-35.906470799446105,48.40403925180435,0.0002881002666666667,0.2,21.836145401000977,0.50849609375,2.2070651054382324,5820,0.9505806565284729,-0.07229430886218324,0.1959716
1226,975,584,88.52,1.8807284832000732,1196032,-35.922712850570676,47.496327710151675,0.00028773617777777777,0.2,18.576650619506836,0.508935546875,2.209660053253174,5830,0.9538282155990601,-0.07543349112384021,0.17216127
1226,976,585,90.76,4.964302062988281,1198080,-35.94028255939484,46.430123364925386,0.0002873720888888889,0.2,16.281415939331055,0.486669921875,2.2129080295562744,5840,0.9518429636955261,-0.06451041950203944,0.18588473
1226,978,586,92.08,7.01413106918335,1200128,-35.95332505702972,65.88502063751221,0.00028700800000000005,0.2,17.152376174926758,0.451123046875,2.2152249813079834,5850,0.9355852603912354,-0.0705259716254659,0.14972892
1226,980,587,90.48,4.397953987121582,1202176,-35.96636340618134,63.88657112121582,0.0002866439111111111,0.2,26.8606014251709,0.479736328125,2.215911388397217,5860,0.9372410178184509,-0.07119734738953412,0.14845493
1226,981,588,91.35,5.854450225830078,1204224,-35.96587247848511,59.44837433099747,0.00028627982222222223,0.2,23.19062042236328,0.46572265625,2.2156970500946045,5870,0.9467674493789673,-0.0733450552506838,0.16545592
1226,983,589,90.01,3.774648666381836,1206272,-35.96988580226898,50.404398596286775,0.0002859157333333334,0.2,17.99843978881836,0.482373046875,2.2193586826324463,5880,0.9505759477615356,-0.06989250319893472,0.19319952
1226,985,590,90.86,5.093273162841797,1208320,-35.98465669155121,59.098387801647185,0.0002855516444444445,0.2,21.82244110107422,0.469580078125,2.2226288318634033,5890,0.9420863389968872,-0.06883892462356016,0.14788249
1226,986,591,90.48,4.472103595733643,1210368,-36.00006906986236,63.95394515991211,0.00028518755555555556,0.2,18.351884841918945,0.47470703125,2.225874423980713,5900,0.9326545596122742,-0.07037761271640193,0.17171699
1226,988,592,89.68,3.143888235092163,1212416,-36.02077441215515,57.817017221450804,0.0002848234666666667,0.2,20.30158805847168,0.47607421875,2.229933023452759,5910,0.941892147064209,-0.07381761360447854,0.17020807
1226,990,593,90.38,4.231277942657471,1214464,-36.02861208915711,56.799562585353854,0.0002844593777777778,0.2,18.176883697509766,0.45537109375,2.231069803237915,5920,0.9426357746124268,-0.07524958744761534,0.15342349
1226,991,594,90.63,4.869576454162598,1216512,-36.043872237205505,67.30209548473358,0.00028409528888888894,0.2,24.09391975402832,0.493701171875,2.2347412109375,5930,0.9360249042510986,-0.0725968460785225,0.19965854
1226,993,595,91.16,5.6416521072387695,1218560,-36.04986662864685,63.85893391370773,0.0002837312,0.2,21.774261474609375,0.4984375,2.235785961151123,5940,0.9298462271690369,-0.06467618253082037,0.21056178
1226,995,596,91.88,7.040832042694092,1220608,-36.05434949398041,47.029518735408786,0.0002833671111111111,0.2,15.968507766723633,0.50458984375,2.237154006958008,5950,0.9543072581291199,-0.06607449839939364,0.21271095
1226,996,597,92.48,7.911311149597168,1222656,-36.07354888916016,50.28548982143402,0.0002830030222222222,0.2,16.88239288330078,0.52626953125,2.239558458328247,5960,0.9554157853126526,-0.060288534878054634,0.28514677
1225,999,598,92.54,7.977011203765869,1224704,-36.091479659080505,59.85295493602753,0.00028263893333333335,0.2,19.408740997314453,0.4505859375,2.244400978088379,5970,0.9402724504470825,-0.06893320677336305,0.15350804
1225,1000,599,93.1,9.075963020324707,1226752,-36.1079742193222,60.265166997909546,0.0002822748444444444,0.2,19.986648559570312,0.465966796875,2.2470877170562744,5980,0.9401305913925171,-0.06833987591089681,0.1661464
1226,1002,600,93.03,9.1127347946167,1228800,-36.136187887191774,45.592926144599915,0.00028191075555555553,0.2,16.65972900390625,0.499560546875,2.2531347274780273,5990,0.9602307677268982,-0.072788330676849,0.22915873
1226,1003,601,92.13,7.689302444458008,1230848,-36.167861914634706,45.89084227085114,0.00028154666666666667,0.2,13.352270126342773,0.4994140625,2.258981227874756,6000,0.953002393245697,-0.06693441829993389,0.2130968
1226,1005,602,92.58,7.966872692108154,1232896,-36.179752707481384,53.40550704002381,0.00028118257777777776,0.2,21.16815185546875,0.479541015625,2.2573838233947754,6010,0.9490854740142822,-0.07026666280580685,0.18941137
1226,1006,603,92.08,7.086766242980957,1234944,-36.17044448852539,58.056044137477876,0.00028081848888888885,0.2,23.594989776611328,0.4634765625,2.256208896636963,6020,0.9408506751060486,-0.07001042355550453,0.1643287
1226,1008,604,91.66,6.109234809875488,1236992,-36.17975926399231,66.18387296199799,0.0002804544,0.2,23.326519012451172,0.45107421875,2.2600789070129395,6030,0.9376857876777649,-0.06528272256255149,0.14851674
1226,1010,605,94.19,9.911890029907227,1239040,-36.19805655479431,64.20491950511932,0.00028009031111111114,0.2,19.92247772216797,0.44345703125,2.2634527683258057,6040,0.9385674595832825,-0.06766813085414469,0.16501899
1226,1012,606,93.79,9.6852388381958,1241088,-36.207626008987425,56.36173895597458,0.00027972622222222223,0.2,18.938886642456055,0.4951171875,2.2664830684661865,6050,0.938328742980957,-0.07189380337949842,0.23302718
1226,1013,607,92.75,8.194920539855957,1243136,-36.22755136489868,51.4912273645401,0.0002793621333333333,0.2,17.636734008789062,0.475732421875,2.2691290378570557,6060,0.948530375957489,-0.07093258108943701,0.1890944
1226,1015,608,95.14,11.81529426574707,1245184,-36.23918206691742,60.21052520275116,0.00027899804444444446,0.2,17.093416213989258,0.4837890625,2.2698211669921875,6070,0.9381811618804932,-0.07092248458648101,0.18999273
1226,1017,609,94.04,10.276838302612305,1247232,-36.236128497123715,47.68609652519226,0.0002786339555555556,0.2,14.782381057739258,0.461767578125,2.2702410221099854,6080,0.9480425119400024,-0.07442946244264022,0.1552362
1225,1019,610,91.84,6.988277435302734,1249280,-36.2353093624115,77.92508525848389,0.00027826986666666664,0.2,20.684179306030273,0.46884765625,2.2703328132629395,6090,0.9346916079521179,-0.06957976717385464,0.19983149
1226,1020,611,94.1,10.083975791931152,1251328,-36.24047024250031,63.339193642139435,0.0002779057777777778,0.2,19.92652702331543,0.4728515625,2.273561716079712,6100,0.9311492443084717,-0.06599493123358116,0.20639259
1226,1022,612,92.09,7.352410316467285,1253376,-36.24540388584137,50.06447409391403,0.00027754168888888893,0.2,17.242902755737305,0.509326171875,2.273298501968384,6110,0.9559250473976135,-0.07194620024820324,0.24168105
1226,1023,613,92.54,7.63167667388916,1255424,-36.2588892698288,46.29228848218918,0.0002771776,0.2,13.215829849243164,0.48046875,2.2772696018218994,6120,0.9555701017379761,-0.06449277630308643,0.18338461
1226,1025,614,93.96,9.716926574707031,1257472,-36.27941796779633,66.96241981983185,0.0002768135111111111,0.2,23.58232307434082,0.45810546875,2.2813868522644043,6130,0.9292577505111694,-0.0722449973342009,0.16787286
1226,1026,615,95.83,12.451371192932129,1259520,-36.297715187072754,72.92345461845397,0.0002764494222222222,0.2,17.34355926513672,0.48544921875,2.2843644618988037,6140,0.9338251352310181,-0.07507445553783328,0.14746223
1226,1028,616,96.49,13.582169532775879,1261568,-36.305459475517274,70.96602897644043,0.0002760853333333334,0.2,30.491422653198242,0.41416015625,2.286297082901001,6150,0.931743860244751,-0.06811533053405583,0.12304931
1226,1029,617,96.63,13.811680793762207,1263616,-36.3130003452301,75.4579144001007,0.0002757212444444445,0.2,26.93590545654297,0.419970703125,2.2881031036376953,6160,0.9306414127349854,-0.07191637278301641,0.1425022
1227,1031,618,94.77,11.107185363769531,1265664,-36.32456579208374,68.59220824241638,0.0002753571555555556,0.2,26.790016174316406,0.474560546875,2.290776252746582,6170,0.9446783661842346,-0.07182878676685504,0.21595679
1227,1032,619,94.88,10.962730407714844,1267712,-36.33939521312713,63.80755010843277,0.00027499306666666667,0.2,14.705713272094727,0.465283203125,2.2923192977905273,6180,0.9499938488006592,-0.05978764901228715,0.18919007
1227,1034,620,91.72,6.394756317138672,1269760,-36.35685350894928,71.44944930076599,0.0002746289777777778,0.2,28.000736236572266,0.480615234375,2.2968695163726807,6190,0.9291893243789673,-0.06871352854068391,0.24734545
1227,1036,621,91.57,5.955893516540527,1271808,-36.37170157432556,60.92873213291168,0.0002742648888888889,0.2,17.74082374572754,0.48916015625,2.2983241081237793,6200,0.9354837536811829,-0.07144144677440636,0.21020018
1227,1037,622,93.52,8.88316535949707,1273856,-36.37002580165863,59.30703980922699,0.00027390080000000005,0.2,25.06645393371582,0.490087890625,2.29911208152771,6210,0.9499286413192749,-0.07189612890942954,0.2036672
1227,1039,623,93.97,9.712421417236328,1275904,-36.387225437164304,64.06336574554443,0.0002735367111111111,0.2,21.674335479736328,0.488720703125,2.3038668632507324,6220,0.9318082928657532,-0.0647592672088649,0.2519489
1227,1040,624,91.91,6.740264892578125,1277952,-36.406615662574765,79.46310064792632,0.0002731726222222222,0.2,32.32790756225586,0.46416015625,2.30538272857666,6230,0.9294462203979492,-0.07403935195179656,0.16449377
1228,1042,625,95.71,12.249194145202637,1280000,-36.41487593650818,72.25139110088348,0.00027280853333333337,0.2,26.674386978149414,0.456005859375,2.307586193084717,6240,0.9297338724136353,-0.07004501320770942,0.16992202
1228,1043,626,95.01,11.422255516052246,1282048,-36.43170268535614,94.9148664712906,0.0002724444444444444,0.2,25.449630737304688,0.4474609375,2.311525583267212,6250,0.9011287689208984,-0.07257196166319772,0.16874842
1228,1045,627,94.03,9.932784080505371,1284096,-36.4510760307312,68.45971658229828,0.00027208035555555555,0.2,29.734455108642578,0.48671875,2.3155620098114014,6260,0.9345983266830444,-0.06955606733681634,0.2505626
1228,1046,628,94.45,10.431979179382324,1286144,-36.47249855995178,51.62722994089127,0.0002717162666666667,0.2,15.129886627197266,0.519384765625,2.319783926010132,6270,0.9572432637214661,-0.060305906995199623,0.22225246
1228,1048,629,96.17,12.97566032409668,1288192,-36.484256744384766,60.82481663227081,0.0002713521777777778,0.2,22.63382339477539,0.515087890625,2.3206820487976074,6280,0.9395775198936462,-0.06869206390692853,0.23828898
1229,1049,630,92.72,7.802773952484131,1290240,-36.49183247089386,67.68281021118165,0.00027098808888888887,0.2,24.010766983032227,0.493798828125,2.3221776485443115,6290,0.9412493705749512,-0.06545754391700029,0.2217222
1229,1051,631,93.65,9.33432674407959,1292288,-36.509341740608214,63.26991854906082,0.000270624,0.2,26.19266128540039,0.46416015625,2.327230930328369,6300,0.9340324401855469,-0.06440992382122204,0.19153546
1228,1053,632,91.68,6.55886173248291,1294336,-36.52790851593018,39.860620975494385,0.00027025991111111116,0.2,10.93061351776123,0.5294921875,2.327658176422119,6310,0.95621657371521,-0.059390141436597335,0.33846614
1229,1054,633,93.27,8.73989486694336,1296384,-36.53786652088165,51.83329217433929,0.0002698958222222222,0.2,18.54486846923828,0.523291015625,2.330730438232422,6320,0.9566305875778198,-0.05900291046127677,0.27663112
1229,1056,634,92.92,8.323073387145996,1298432,-36.549880027770996,61.250047874450686,0.00026953173333333334,0.2,27.846744537353516,0.451513671875,2.3329503536224365,6330,0.9409626126289368,-0.07373966561863199,0.14193529
1229,1057,635,93.5,9.000139236450195,1300480,-36.560966277122496,59.2234543800354,0.0002691676444444445,0.2,26.969141006469727,0.50341796875,2.3352530002593994,6340,0.9467991590499878,-0.06562928312050645,0.18609056
1229,1059,636,93.83,9.456262588500977,1302528,-36.567937517166136,57.56577762365341,0.0002688035555555556,0.2,17.63893699645996,0.4701171875,2.3365981578826904,6350,0.947431743144989,-0.06981364651001058,0.17083701
1229,1060,637,92.59,7.957353591918945,1304576,-36.58897049427033,48.56835361719131,0.00026843946666666666,0.2,16.302536010742188,0.516015625,2.3413562774658203,6360,0.9540764689445496,-0.06932709065149538,0.23656842
1230,1062,638,90.46,5.03819465637207,1306624,-36.60656702518463,64.1641242980957,0.00026807537777777775,0.2,21.252904891967773,0.44287109375,2.3436903953552246,6370,0.9359421730041504,-0.075516102835536,0.18594623
1230,1063,639,90.52,5.212259292602539,1308672,-36.6116447687149,72.49326500892639,0.0002677112888888889,0.2,26.393850326538086,0.403857421875,2.344358444213867,6380,0.9367043972015381,-0.0684196776302997,0.17554933
1230,1065,640,89.96,4.4659833908081055,1310720,-36.612010669708255,73.94838757514954,0.00026734720000000004,0.2,30.45991325378418,0.470947265625,2.3446171283721924,6390,0.9282776117324829,-0.06567510984605178,0.20870571
1230,1066,641,92.45,7.709259510040283,1312768,-36.61557524204254,78.91454792022705,0.00026698311111111113,0.2,25.16192626953125,0.479833984375,2.345318078994751,6400,0.9285790324211121,-0.06541128517710604,0.21897237
1230,1068,642,92.8,8.158916473388672,1314816,-36.61774775981903,72.5812510728836,0.0002666190222222222,0.2,32.84202194213867,0.448291015625,2.3466477394104004,6410,0.9304673075675964,-0.06421062860172241,0.18692762
1231,1069,643,95.2,11.955390930175781,1316864,-36.632351875305176,49.932069003582,0.00026625493333333336,0.2,14.040966987609863,0.510498046875,2.3508548736572266,6420,0.9543398022651672,-0.0638212992460467,0.31867868
1230,1071,644,94.33,10.727655410766602,1318912,-36.65024855136871,56.67683608531952,0.00026589084444444445,0.2,21.563871383666992,0.499267578125,2.35416841506958,6430,0.9418541193008423,-0.06169583681621589,0.23355374
1231,1073,645,94.03,10.552638053894043,1320960,-36.66504507064819,45.63261979818344,0.0002655267555555556,0.2,15.485465049743652,0.5,2.3552682399749756,6440,0.9534569978713989,-0.06615695605287328,0.19435024
1231,1074,646,94.73,11.8029203414917,1323008,-36.66495611667633,55.55775545835495,0.00026516266666666663,0.2,19.015256881713867,0.485498046875,2.3579442501068115,6450,0.9349657297134399,-0.06550055578991305,0.20351377
1231,1076,647,95.59,12.80487060546875,1325056,-36.68017165660858,64.96853654384613,0.0002647985777777778,0.2,25.012353897094727,0.47880859375,2.360821008682251,6460,0.9344146847724915,-0.06844608645769767,0.18438105
1231,1077,648,94.49,10.983139991760254,1327104,-36.693353867530824,66.15778279304504,0.0002644344888888889,0.2,33.31272506713867,0.452392578125,2.363567590713501,6470,0.9396973848342896,-0.06622842781362123,0.20464817
1231,1079,649,96.66,14.190581321716309,1329152,-36.70689821243286,47.324430799484254,0.0002640704,0.2,18.525726318359375,0.522119140625,2.36676287651062,6480,0.9486279487609863,-0.05463049519457854,0.4856645
1231,1080,650,94.41,10.8399658203125,1331200,-36.720880556106565,61.08574645519256,0.0002637063111111111,0.2,22.2589168548584,0.508203125,2.369171619415283,6490,0.9460172653198242,-0.06921600695350208,0.29081768
1232,1082,651,92.96,8.933136940002441,1333248,-36.74144971370697,57.57731323242187,0.00026334222222222225,0.2,19.510189056396484,0.477783203125,2.373152732849121,6500,0.9475170969963074,-0.06765758755500428,0.1991496
1232,1083,652,90.82,5.498478889465332,1335296,-36.75877094268799,80.18507435321808,0.0002629781333333334,0.2,33.02079772949219,0.48896484375,2.3773560523986816,6510,0.9308304786682129,-0.05389852833468467,0.24245936
1232,1085,653,91.81,6.891621112823486,1337344,-36.76782968044281,64.18335494995117,0.0002626140444444445,0.2,19.88909912109375,0.46103515625,2.378039598464966,6520,0.9399074912071228,-0.0692543453827966,0.1507298
1232,1086,654,93.0,8.464444160461426,1339392,-36.76788427829742,59.041082537174226,0.00026224995555555557,0.2,27.460433959960938,0.446826171875,2.3776803016662598,6530,0.9503629803657532,-0.07005293107940816,0.15418719
1231,1089,655,94.2,10.245824813842773,1341440,-36.767508673667905,54.0304316163063,0.0002618858666666667,0.2,15.494926452636719,0.503857421875,2.378709316253662,6540,0.9494617581367493,-0.06658478449680842,0.32994804
1231,1090,656,95.52,12.006604194641113,1343488,-36.77672824859619,61.30475971698761,0.00026152177777777775,0.2,21.959144592285156,0.486181640625,2.3820338249206543,6550,0.9491170644760132,-0.06904261467279867,0.18096317
1231,1092,657,98.0,15.631674766540527,1345536,-36.800054979324344,55.67529344558716,0.0002611576888888889,0.2,21.528873443603516,0.546533203125,2.3874623775482178,6560,0.9505600929260254,-0.06452740172389895,0.33512938
1231,1094,658,97.4,15.048526763916016,1347584,-36.82250394821167,58.45761344432831,0.00026079360000000004,0.2,17.286577224731445,0.519677734375,2.391547203063965,6570,0.9455984234809875,-0.0714654028066434,0.26478803
1231,1095,659,97.02,14.750174522399902,1349632,-36.832463431358335,70.07149105072021,0.0002604295111111111,0.2,23.026161193847656,0.469775390625,2.3947079181671143,6580,0.9329015016555786,-0.06586575371329673,0.17592359
1231,1097,660,96.9,14.043883323669434,1351680,-36.837786364555356,61.17855114936829,0.0002600654222222222,0.2,17.870975494384766,0.4759765625,2.396162986755371,6590,0.9418550729751587,-0.06954649075050838,0.20718971
1231,1099,661,96.59,13.608420372009277,1353728,-36.83889467716217,49.72877154350281,0.0002597013333333333,0.2,14.542057037353516,0.508349609375,2.3981258869171143,6600,0.9475723505020142,-0.05241660529864021,0.25814116
