time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_range,train/loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/approx_kl
1215,407,242,79.33,-13.652544975280762,495616,-30.43279539346695,78.2087075471878,0.0004122545777777778,0.2,24.518564224243164,0.3904296875,1.4759442806243896,2410,0.9130420684814453,-0.0771889675874263,0.06725024
1213,409,243,80.29,-11.89196491241455,497664,-30.47822949886322,63.43979414701462,0.0004118904888888889,0.2,18.78093719482422,0.41123046875,1.4812021255493164,2420,0.9049407839775085,-0.0770004914549645,0.06924044
1214,411,244,82.43,-8.582998275756836,499712,-30.51903074979782,69.8414014339447,0.0004115264,0.2,26.676532745361328,0.41904296875,1.4833946228027344,2430,0.9166857600212097,-0.07825973180006258,0.07420787
1214,413,245,84.37,-5.812186241149902,501760,-30.539248073101042,87.2989312171936,0.0004111623111111111,0.2,23.678537368774414,0.383056640625,1.4854626655578613,2440,0.8953813910484314,-0.07797124370699748,0.05515819
1214,414,246,86.09,-3.1740949153900146,503808,-30.550316786766054,95.03297061920166,0.0004107982222222222,0.2,31.008190155029297,0.364892578125,1.486210584640503,2450,0.8815627694129944,-0.07149661003495567,0.06758706
1214,416,247,86.71,-2.2393319606781006,505856,-30.555002772808074,78.00032889842987,0.00041043413333333335,0.2,26.247806549072266,0.400927734375,1.4866664409637451,2460,0.8993431329727173,-0.07379622680018656,0.060245764
1214,418,248,85.2,-4.513924598693848,507904,-30.56238658428192,88.23412435054779,0.00041007004444444444,0.2,31.26422691345215,0.405615234375,1.4873459339141846,2470,0.9134576916694641,-0.0781917144311592,0.067917675
1214,419,249,83.15,-7.6408209800720215,509952,-30.55980740785599,116.00996251106262,0.0004097059555555556,0.2,30.409578323364258,0.3673828125,1.4869804382324219,2480,0.8918784856796265,-0.07476681573898532,0.05988273
1213,421,250,81.78,-9.759062767028809,512000,-30.560735213756562,107.22714092731476,0.0004093418666666667,0.2,39.481689453125,0.367822265625,1.4876643419265747,2490,0.8925683498382568,-0.0744775350263808,0.057499565
1213,423,251,80.07,-12.217168807983398,514048,-30.56577934026718,94.47077066898346,0.0004089777777777778,0.2,25.023942947387695,0.40703125,1.4884508848190308,2500,0.8998908400535583,-0.0777634076483082,0.06254121
1213,425,252,81.48,-10.309789657592773,516096,-30.558407378196716,65.62921388149262,0.0004086136888888889,0.2,18.711780548095703,0.42998046875,1.487768292427063,2510,0.9131762981414795,-0.07402376196696422,0.07120222
1211,427,253,81.28,-10.443702697753906,518144,-30.57154349088669,90.53308012485505,0.00040824960000000006,0.2,43.1221923828125,0.40556640625,1.4895639419555664,2520,0.8867623805999756,-0.07447034043143504,0.07156846
1212,429,254,80.43,-11.720046043395996,520192,-30.607874524593353,89.71150493621826,0.0004078855111111111,0.2,28.408935546875,0.4037109375,1.4939873218536377,2530,0.8979955911636353,-0.07833069326588885,0.06651645
1212,430,255,81.72,-9.970492362976074,522240,-30.632981729507446,72.88927195072174,0.00040752142222222224,0.2,22.883277893066406,0.412255859375,1.4955439567565918,2540,0.9071851372718811,-0.07780487737618387,0.07400955
1212,432,256,80.74,-11.505514144897461,524288,-30.645675396919252,69.99433913230897,0.0004071573333333333,0.2,15.61976432800293,0.39775390625,1.496495246887207,2550,0.9065448045730591,-0.07745602458016947,0.06550954
1212,434,257,81.22,-10.684362411499023,526336,-30.65150343179703,77.69228222370148,0.00040679324444444447,0.2,24.711811065673828,0.3814453125,1.4976903200149536,2560,0.9137651920318604,-0.07358848746516741,0.06759845
1211,436,258,82.16,-9.332478523254395,528384,-30.671362030506135,75.97644839286804,0.00040642915555555556,0.2,22.057262420654297,0.4302734375,1.5005346536636353,2570,0.9145259857177734,-0.07462776834727265,0.07973799
1211,437,259,81.93,-9.840714454650879,530432,-30.6962651014328,71.97470812797546,0.00040606506666666665,0.2,20.095874786376953,0.4248046875,1.5022656917572021,2580,0.9152860641479492,-0.0769065318570938,0.07386997
1211,439,260,81.53,-10.058598518371582,532480,-30.731446611881257,59.04387975931168,0.0004057009777777778,0.2,21.698848724365234,0.473828125,1.506353497505188,2590,0.9318323135375977,-0.0756095739925513,0.08567087
1211,441,261,81.94,-9.390359878540039,534528,-30.762845706939697,62.807185196876524,0.00040533688888888894,0.2,18.624818801879883,0.410400390625,1.5081080198287964,2600,0.9281155467033386,-0.0776448320801137,0.071553364
1211,442,262,82.28,-8.756889343261719,536576,-30.79343067407608,53.61930060386658,0.0004049728,0.2,16.346908569335938,0.4142578125,1.511447787284851,2610,0.9363685250282288,-0.07809826543671079,0.07383655
1209,445,263,82.63,-7.624279022216797,538624,-30.818822264671326,70.49614324569703,0.00040460871111111106,0.2,20.040327072143555,0.388720703125,1.512262225151062,2620,0.9280809760093689,-0.07479075008304789,0.059621397
1209,446,264,81.33,-9.73599624633789,540672,-30.817794299125673,87.76788311004638,0.0004042446222222222,0.2,36.36289596557617,0.334375,1.511858344078064,2630,0.9112402200698853,-0.06829567574313841,0.048819583
1209,448,265,82.09,-8.549053192138672,542720,-30.826322817802428,81.39506986141205,0.00040388053333333335,0.2,31.987707138061523,0.39853515625,1.513743281364441,2640,0.8992891907691956,-0.06802021211478859,0.070291705
1209,450,266,82.82,-7.514013767242432,544768,-30.848620569705965,69.97980301380157,0.00040351644444444444,0.2,26.837690353393555,0.43125,1.515595555305481,2650,0.903237521648407,-0.0761693975655362,0.069526315
1209,452,267,82.91,-7.798612117767334,546816,-30.86544770002365,62.73279914855957,0.00040315235555555553,0.2,19.971569061279297,0.384619140625,1.517979621887207,2660,0.9114042520523071,-0.07287541644764133,0.070174076
1209,453,268,82.99,-7.805788993835449,548864,-30.867677545547487,55.48926088809967,0.0004027882666666667,0.2,20.4295654296875,0.4294921875,1.5167157649993896,2670,0.9294092655181885,-0.08082985291257501,0.0742203
1209,455,269,85.33,-4.548081874847412,550912,-30.86908060312271,78.81629855632782,0.0004024241777777778,0.2,29.516481399536133,0.388232421875,1.5176178216934204,2680,0.9034894704818726,-0.07913145712809637,0.06773241
1209,457,270,84.6,-5.574904918670654,552960,-30.895036256313325,83.61849250793458,0.0004020600888888889,0.2,29.740550994873047,0.39130859375,1.521150827407837,2690,0.8695034980773926,-0.07148191459709778,0.06778883
1208,459,271,84.5,-5.446946620941162,555008,-30.938719320297242,69.24478800296784,0.000401696,0.2,16.014667510986328,0.41640625,1.5255126953125,2700,0.9019377827644348,-0.07601376649108715,0.076992214
1208,460,272,86.14,-3.097280502319336,557056,-30.97024643421173,67.24119765758515,0.00040133191111111114,0.2,20.70183753967285,0.4140625,1.5276422500610352,2710,0.9182729125022888,-0.07383867998723873,0.07182582
1208,462,273,83.65,-6.662506580352783,559104,-30.980325186252593,79.16638927459717,0.00040096782222222223,0.2,30.664426803588867,0.364111328125,1.5276901721954346,2720,0.9114896059036255,-0.07662590044783428,0.059944283
1207,464,274,84.48,-5.149039268493652,561152,-30.975010788440706,71.66496622562408,0.0004006037333333333,0.2,24.958417892456055,0.3966796875,1.5279313325881958,2730,0.9174397587776184,-0.07503391963837203,0.06538342
1207,466,275,84.85,-5.040719032287598,563200,-30.981135833263398,58.03359854221344,0.00040023964444444447,0.2,21.436464309692383,0.409423828125,1.5286285877227783,2740,0.9388822317123413,-0.07945137556525879,0.07472006
1207,468,276,82.53,-8.332180976867676,565248,-31.019835305213928,68.0732345342636,0.0003998755555555556,0.2,24.2312068939209,0.41181640625,1.5346544981002808,2750,0.9066628217697144,-0.07578462123638019,0.08673286
1207,469,277,81.03,-10.477581977844238,567296,-31.065560925006867,70.7694340467453,0.00039951146666666664,0.2,29.60479736328125,0.412255859375,1.5371344089508057,2760,0.9157501459121704,-0.07315980922430754,0.07425828
1207,471,278,82.11,-9.194381713867188,569344,-31.08539947271347,65.70941226482391,0.0003991473777777778,0.2,18.74762535095215,0.460302734375,1.5382853746414185,2770,0.9192535877227783,-0.07738086752942763,0.09571724
1207,473,279,82.67,-8.150285720825195,571392,-31.097445368766785,71.54262459278107,0.0003987832888888889,0.2,25.554710388183594,0.415673828125,1.5397794246673584,2780,0.9107192754745483,-0.07695414650952444,0.073050536
1206,475,280,84.76,-4.984914779663086,573440,-31.108959126472474,73.04018201828003,0.0003984192,0.2,27.1720027923584,0.425732421875,1.5406092405319214,2790,0.9216115474700928,-0.08257116251043044,0.0724074
1207,476,281,85.77,-3.830456256866455,575488,-31.13202065229416,73.04457225799561,0.0003980551111111111,0.2,27.19614028930664,0.40244140625,1.5439687967300415,2800,0.9108587503433228,-0.07578890669392421,0.07032682
1207,478,282,83.77,-6.624226093292236,577536,-31.162065827846526,62.50363540649414,0.00039769102222222226,0.2,21.745141983032227,0.44228515625,1.5460517406463623,2810,0.9274395108222961,-0.07274402495240792,0.08427919
1206,480,283,84.03,-6.179254531860352,579584,-31.180580937862395,66.57707538604737,0.00039732693333333335,0.2,18.610349655151367,0.41044921875,1.5483136177062988,2820,0.9266542792320251,-0.07746545961126686,0.06882614
1205,482,284,82.25,-8.747149467468262,581632,-31.211511695384978,73.60700695514679,0.0003969628444444445,0.2,29.251253128051758,0.387255859375,1.5513427257537842,2830,0.9109915494918823,-0.07668611535336822,0.058891572
1205,484,285,82.11,-8.495258331298828,583680,-31.227276170253752,52.82709510326386,0.0003965987555555556,0.2,15.120268821716309,0.396240234375,1.551519751548767,2840,0.9339960217475891,-0.0767403987934813,0.060873672
1206,485,286,82.15,-8.388448715209961,585728,-31.22606278657913,72.05939688682557,0.0003962346666666666,0.2,22.716064453125,0.41064453125,1.5510462522506714,2850,0.9027140140533447,-0.08185512674681376,0.072937556
1206,487,287,83.1,-6.955860137939453,587776,-31.22550357580185,74.99747369289398,0.00039587057777777776,0.2,28.19937515258789,0.396826171875,1.5515899658203125,2860,0.9069612622261047,-0.07827873430214823,0.06999879
1206,488,288,83.81,-6.205665111541748,589824,-31.248625993728638,64.82608904838563,0.0003955064888888889,0.2,22.4486141204834,0.426513671875,1.5559061765670776,2870,0.9259831309318542,-0.07588636508444324,0.07728492
1206,490,289,84.9,-4.939488410949707,591872,-31.26761931180954,69.0531418800354,0.00039514240000000005,0.2,17.61911392211914,0.405078125,1.5562310218811035,2880,0.9057252407073975,-0.07791882752208039,0.073617235
1207,491,290,83.81,-6.527212142944336,593920,-31.275119066238403,75.7320594549179,0.0003947783111111111,0.2,26.109817504882812,0.3966796875,1.5576286315917969,2890,0.8979642987251282,-0.06986860454198904,0.06976232
1207,493,291,83.47,-6.717591762542725,595968,-31.28709465265274,68.15685946941376,0.0003944142222222222,0.2,28.5780086517334,0.40380859375,1.559527039527893,2900,0.9158501029014587,-0.07462201843736693,0.06756422
1207,495,292,84.1,-5.618380069732666,598016,-31.31879457235336,77.07102024555206,0.00039405013333333337,0.2,23.293842315673828,0.368505859375,1.5644149780273438,2910,0.9139695763587952,-0.07429489189526066,0.06194789
1207,496,293,84.3,-4.921572208404541,600064,-31.33994115591049,85.88725185394287,0.00039368604444444446,0.2,29.86688232421875,0.37783203125,1.564391851425171,2920,0.906528890132904,-0.07359885398764163,0.06230823
1207,498,294,86.01,-2.630166530609131,602112,-31.34364836215973,73.13173291683196,0.00039332195555555555,0.2,28.127212524414062,0.397998046875,1.5654034614562988,2930,0.9260708689689636,-0.07673391655553133,0.06447835
1207,500,295,85.36,-3.2460296154022217,604160,-31.351527547836305,57.42429224252701,0.0003929578666666667,0.2,15.776589393615723,0.4244140625,1.5661298036575317,2940,0.9245336055755615,-0.07729100061114877,0.08189866
1207,502,296,85.86,-2.120969295501709,606208,-31.350025165081025,83.27978756427765,0.00039259377777777784,0.2,25.745574951171875,0.409765625,1.5671038627624512,2950,0.9238327145576477,-0.0683474687859416,0.07416104
1207,503,297,86.48,-1.2311393022537231,608256,-31.376534140110017,46.70711387395859,0.0003922296888888889,0.2,15.726516723632812,0.446923828125,1.5705783367156982,2960,0.9468583464622498,-0.07473336670082062,0.093880236
1207,505,298,82.6,-6.93021297454834,610304,-31.40946924686432,68.51965401172637,0.0003918656,0.2,28.133121490478516,0.400390625,1.573262333869934,2970,0.9309552311897278,-0.07562105440883897,0.061474323
1208,506,299,84.47,-4.262816905975342,612352,-31.437972497940063,80.87148895263672,0.0003915015111111111,0.2,23.702306747436523,0.406396484375,1.5760451555252075,2980,0.9175900816917419,-0.07593327836948446,0.07067459
1208,508,300,84.78,-4.17029333114624,614400,-31.464364576339722,63.7244615316391,0.0003911374222222222,0.2,21.137113571166992,0.386279296875,1.5784400701522827,2990,0.917228639125824,-0.07476282798452302,0.06924094
1208,509,301,84.94,-4.293592929840088,616448,-31.474133837223054,67.88799097537995,0.00039077333333333334,0.2,28.08478355407715,0.3576171875,1.5791105031967163,3000,0.9308550357818604,-0.0763478139298968,0.06260584
1209,511,302,85.42,-3.594052791595459,618496,-31.488188529014586,86.41102225780487,0.00039040924444444443,0.2,25.06305503845215,0.336669921875,1.5816479921340942,3010,0.9178346395492554,-0.07319941822206602,0.05444793
1209,513,303,86.41,-2.0550687313079834,620544,-31.50712858438492,90.23189737796784,0.0003900451555555556,0.2,31.983266830444336,0.3705078125,1.5827596187591553,3020,0.9117027521133423,-0.07537758488906547,0.06418522
1208,515,304,84.7,-4.4762115478515625,622592,-31.51648668050766,94.89199175834656,0.00038968106666666667,0.2,36.70894241333008,0.341796875,1.5839881896972656,3030,0.9089707732200623,-0.07394725098274649,0.052153274
1208,516,305,82.96,-6.894032001495361,624640,-31.53568093776703,78.2538631439209,0.0003893169777777778,0.2,22.874135971069336,0.3986328125,1.5862536430358887,3040,0.9046354293823242,-0.0711467762826942,0.08724534
1208,518,306,84.27,-4.796358585357666,626688,-31.543491697311403,84.22514300346374,0.0003889528888888889,0.2,30.69092559814453,0.34482421875,1.5871050357818604,3050,0.9111473560333252,-0.07264018045389094,0.06925077
1208,520,307,83.58,-6.097841739654541,628736,-31.568317544460296,65.51722165346146,0.0003885888,0.2,19.526762008666992,0.4021484375,1.5915977954864502,3060,0.9198580980300903,-0.07156190027017147,0.07813018
1208,521,308,81.06,-9.884075164794922,630784,-31.59704226255417,65.52009398937226,0.00038822471111111113,0.2,20.03240966796875,0.4525390625,1.5930477380752563,3070,0.9238391518592834,-0.08083220880944282,0.08433542
1209,523,309,81.54,-9.33802318572998,632832,-31.616465198993684,79.25922470092773,0.0003878606222222223,0.2,31.40780258178711,0.3951171875,1.59489107131958,3080,0.9230676293373108,-0.07897983432048931,0.068393275
1209,524,310,81.72,-8.976247787475586,634880,-31.646221458911896,56.881603968143466,0.0003874965333333333,0.2,16.99656867980957,0.437744140625,1.5993634462356567,3090,0.9306429028511047,-0.07882741016801446,0.075329855
1209,526,311,83.25,-6.510221481323242,636928,-31.68317277431488,72.74664483070373,0.00038713244444444446,0.2,26.55213737487793,0.386279296875,1.6031924486160278,3100,0.9159303307533264,-0.07377530780504457,0.065509886
1209,528,312,85.16,-3.604672908782959,638976,-31.697361719608306,70.79630908966064,0.00038676835555555555,0.2,18.097944259643555,0.39453125,1.6033589839935303,3110,0.9264909029006958,-0.07765242295572534,0.06742882
1210,529,313,85.83,-2.608671188354492,641024,-31.70540198087692,70.7883672952652,0.0003864042666666667,0.2,24.635602951049805,0.42958984375,1.6048637628555298,3120,0.9245476722717285,-0.07684913911507466,0.088810995
1210,531,314,84.8,-4.163150310516357,643072,-31.72757624387741,90.59894258975983,0.0003860401777777778,0.2,28.01746940612793,0.405517578125,1.6077725887298584,3130,0.8900735378265381,-0.07842143313901033,0.07594563
1209,533,315,82.71,-7.42740535736084,645120,-31.754973912239073,78.08206117153168,0.0003856760888888889,0.2,26.348323822021484,0.403173828125,1.6098216772079468,3140,0.9117240309715271,-0.079109805758344,0.06665449
1209,534,316,83.08,-6.966821670532227,647168,-31.76963369846344,64.47282838821411,0.000385312,0.2,21.10526466369629,0.39736328125,1.6114403009414673,3150,0.9171143174171448,-0.07889058709843084,0.07836303
1209,536,317,83.26,-6.733250617980957,649216,-31.777276706695556,77.65366561412812,0.0003849479111111111,0.2,29.57937240600586,0.3744140625,1.612631916999817,3160,0.909866213798523,-0.07177903481642715,0.061238088
1210,538,318,85.02,-4.307237148284912,651264,-31.792726111412048,75.27516088485717,0.00038458382222222225,0.2,24.335512161254883,0.414404296875,1.6145609617233276,3170,0.9134617447853088,-0.07688303989707493,0.072096616
1210,539,319,85.92,-2.7262325286865234,653312,-31.799525129795075,76.59538216590882,0.0003842197333333334,0.2,19.538711547851562,0.403125,1.6149775981903076,3180,0.9139788150787354,-0.08019534140476026,0.07339763
1210,541,320,85.61,-3.1116549968719482,655360,-31.800768053531648,96.58471457958221,0.0003838556444444444,0.2,43.18720626831055,0.396630859375,1.6156092882156372,3190,0.910106897354126,-0.07507421972113662,0.07383128
1210,542,321,87.07,-0.6630941033363342,657408,-31.804506099224092,66.44903333187104,0.0003834915555555555,0.2,19.62626075744629,0.3951171875,1.6154518127441406,3200,0.9179755449295044,-0.07172792088822462,0.08075509
1211,544,322,86.57,-1.3550719022750854,659456,-31.82097347974777,65.87101337909698,0.0003831274666666667,0.2,21.626611709594727,0.381787109375,1.618072748184204,3210,0.9320460557937622,-0.0766305094177369,0.06369872
1210,546,323,86.58,-1.6674010753631592,661504,-31.844558203220366,75.009641289711,0.0003827633777777778,0.2,25.808692932128906,0.40048828125,1.6203984022140503,3220,0.9196789264678955,-0.07584631627541967,0.06324946
1211,547,324,86.23,-2.116611957550049,663552,-31.873459661006926,81.77992939949036,0.0003823992888888889,0.2,29.429502487182617,0.372998046875,1.623626470565796,3230,0.9268631935119629,-0.06916417329339311,0.06541592
1210,549,325,86.79,-1.6426308155059814,665600,-31.89407560825348,109.590864443779,0.0003820352,0.2,47.72571563720703,0.36103515625,1.6253501176834106,3240,0.8963936567306519,-0.07337802366819232,0.060160857
1210,551,326,87.42,-0.5781540870666504,667648,-31.922156989574432,85.7788652420044,0.00038167111111111113,0.2,26.52879524230957,0.357177734375,1.6290274858474731,3250,0.920896589756012,-0.07523512612096965,0.05567407
1210,553,327,86.04,-2.190802812576294,669696,-31.94825761318207,73.41637301445007,0.00038130702222222227,0.2,27.710037231445312,0.401708984375,1.6304280757904053,3260,0.9263489246368408,-0.07188965706154704,0.07378654
1210,554,328,87.16,-1.102707028388977,671744,-31.959127831459046,73.51368882656098,0.00038094293333333336,0.2,20.91360855102539,0.416748046875,1.632023572921753,3270,0.9167002439498901,-0.07846005723113195,0.079209045
1210,556,329,85.86,-2.810086727142334,673792,-31.980414927005768,70.38363666534424,0.00038057884444444445,0.2,24.166948318481445,0.415625,1.6347475051879883,3280,0.923445463180542,-0.0775543405325152,0.07685763
1210,558,330,84.01,-5.77984619140625,675840,-31.992382967472075,75.5994339466095,0.00038021475555555554,0.2,26.365968704223633,0.378515625,1.6353065967559814,3290,0.9224520921707153,-0.0773906594957225,0.07363311
1209,560,331,83.9,-6.033665180206299,677888,-31.998968541622162,70.97271629571915,0.0003798506666666667,0.2,20.29292106628418,0.386181640625,1.6364473104476929,3300,0.924697756767273,-0.07797741728136316,0.060848594
1209,562,332,84.19,-5.4237470626831055,679936,-32.01050418615341,68.53851821422577,0.0003794865777777778,0.2,17.37214469909668,0.408935546875,1.6385955810546875,3310,0.9288883209228516,-0.07449809641693719,0.087168105
1209,563,333,84.78,-4.331793308258057,681984,-32.044573068618774,77.63191242218018,0.00037912248888888886,0.2,22.005401611328125,0.3880859375,1.6435493230819702,3320,0.9129468202590942,-0.0733207036217209,0.070681155
1209,565,334,85.51,-3.113316059112549,684032,-32.070970964431766,73.36463000774384,0.0003787584,0.2,20.022130966186523,0.397509765625,1.6456644535064697,3330,0.9252898693084717,-0.07474559156689793,0.06815325
1209,567,335,86.81,-1.3247308731079102,686080,-32.07813646793365,73.0955950975418,0.0003783943111111111,0.2,29.748737335205078,0.37626953125,1.6462059020996094,3340,0.926091730594635,-0.0750726833473891,0.06826038
1208,569,336,87.53,-0.2681471109390259,688128,-32.09924824237824,61.083649492263795,0.00037803022222222224,0.2,22.488740921020508,0.43193359375,1.6491197347640991,3350,0.9245280623435974,-0.0711178183904849,0.08377108
1208,570,337,88.38,0.3657577633857727,690176,-32.12217264175415,83.57215924263001,0.00037766613333333333,0.2,25.09663963317871,0.39677734375,1.6512820720672607,3360,0.9081982374191284,-0.07234489940456115,0.078186356
1208,572,338,87.6,-1.3287720680236816,692224,-32.15362720489502,66.56121814250946,0.0003773020444444445,0.2,19.094518661499023,0.421484375,1.6561274528503418,3370,0.9287101626396179,-0.07733761422568933,0.09250074
1208,574,339,89.63,1.7997565269470215,694272,-32.177558755874635,57.90983537435532,0.00037693795555555557,0.2,17.117136001586914,0.447021484375,1.656728982925415,3380,0.9406104683876038,-0.07696995547739789,0.09196125
1208,576,340,88.8,0.35731858015060425,696320,-32.18645052909851,75.81208298206329,0.00037657386666666666,0.2,26.733795166015625,0.372998046875,1.6587096452713013,3390,0.9298576712608337,-0.07281298215966672,0.062149707
1208,578,341,89.26,1.37083101272583,698368,-32.20054361820221,65.16006513834,0.0003762097777777778,0.2,15.363451957702637,0.38330078125,1.6601381301879883,3400,0.9275135397911072,-0.07529026538832113,0.064710006
1208,579,342,88.79,1.0735057592391968,700416,-32.217010378837585,54.96920742988586,0.00037584568888888894,0.2,16.795589447021484,0.40244140625,1.6623547077178955,3410,0.9379568099975586,-0.0732371989521198,0.08073361
1208,581,343,87.53,-0.6917964816093445,702464,-32.22640614509582,66.39182871580124,0.0003754816,0.2,25.04534149169922,0.371142578125,1.6624503135681152,3420,0.9258666038513184,-0.07152321147732436,0.05766084
1208,583,344,87.67,-0.7393110394477844,704512,-32.23103413581848,64.08850388526916,0.00037511751111111107,0.2,18.217418670654297,0.40703125,1.6642882823944092,3430,0.9315875768661499,-0.07956014093360864,0.07532728
1208,584,345,85.91,-3.405940055847168,706560,-32.255434727668764,62.35631723403931,0.00037475342222222227,0.2,19.15860939025879,0.42822265625,1.6677924394607544,3440,0.9296743869781494,-0.0800821581739001,0.08316249
1207,587,346,85.95,-3.436596393585205,708608,-32.27591247558594,68.61265552043915,0.00037438933333333336,0.2,24.74774932861328,0.409912109375,1.6682398319244385,3450,0.9210079908370972,-0.07729990650550463,0.08038817
1207,588,347,86.62,-2.429819345474243,710656,-32.279356718063354,53.9058974146843,0.00037402524444444445,0.2,14.01711368560791,0.420166015625,1.6689777374267578,3460,0.9395354986190796,-0.08018352270592004,0.081289254
1206,590,348,85.82,-3.6287992000579834,712704,-32.289209318161014,59.069902622699736,0.00037366115555555554,0.2,26.874013900756836,0.418505859375,1.6710916757583618,3470,0.9391461610794067,-0.07592390144709497,0.07096854
1206,592,349,84.78,-5.1566267013549805,714752,-32.29673388004303,81.19720952510833,0.0003732970666666667,0.2,28.009662628173828,0.37626953125,1.6716142892837524,3480,0.9216701984405518,-0.07201538941008039,0.06346542
1206,593,350,84.96,-4.810153961181641,716800,-32.313486099243164,47.460602927207944,0.0003729329777777778,0.2,13.221356391906738,0.432373046875,1.6748244762420654,3490,0.9376079440116882,-0.07483722671458963,0.09003369
1206,595,351,84.92,-5.105718612670898,718848,-32.34625430107117,63.89706749916077,0.0003725688888888889,0.2,19.546337127685547,0.398486328125,1.6777491569519043,3500,0.9205117225646973,-0.07450709287077188,0.07371354
1206,597,352,86.89,-1.5041842460632324,720896,-32.367209029197696,54.28073625564575,0.00037220479999999995,0.2,16.909515380859375,0.448583984375,1.6801224946975708,3510,0.9308902621269226,-0.07816341357829515,0.12773202
1206,599,353,86.04,-2.2455549240112305,722944,-32.4002943277359,75.13561563491821,0.0003718407111111111,0.2,24.703540802001953,0.358544921875,1.6846243143081665,3520,0.9268051981925964,-0.07068223944515921,0.06398438
1206,600,354,84.83,-4.129753112792969,724992,-32.43061428070068,55.37350174188614,0.00037147662222222224,0.2,19.879989624023438,0.42099609375,1.6870355606079102,3530,0.9420681595802307,-0.07582445223233662,0.083690375
1206,602,355,85.3,-2.8090882301330566,727040,-32.44995005130768,53.48331695795059,0.0003711125333333334,0.2,14.704116821289062,0.414404296875,1.6889411211013794,3540,0.9398592114448547,-0.0709215831477195,0.07387663
1206,604,356,85.4,-2.9984803199768066,729088,-32.45112729072571,63.47705081701279,0.0003707484444444444,0.2,24.020719528198242,0.40849609375,1.6892085075378418,3550,0.9305350184440613,-0.07676038658828474,0.07987891
1205,606,357,84.14,-4.943476676940918,731136,-32.45063443183899,67.38838531970978,0.00037038435555555556,0.2,27.90128517150879,0.396533203125,1.6897211074829102,3560,0.9243115186691284,-0.07446186435990967,0.07751093
1206,607,358,85.83,-2.478909730911255,733184,-32.46344668865204,69.4174141407013,0.00037002026666666665,0.2,35.84922409057617,0.41640625,1.691986322402954,3570,0.9241277575492859,-0.07010991904826369,0.08227347
1206,609,359,87.78,0.4282727837562561,735232,-32.47420721054077,52.357046973705295,0.0003696561777777778,0.2,18.922664642333984,0.410205078125,1.6934806108474731,3580,0.9399503469467163,-0.07789001878118143,0.079828985
1206,610,360,87.98,0.6415623426437378,737280,-32.48799331188202,61.78920712471008,0.0003692920888888889,0.2,22.780637741088867,0.39208984375,1.6950451135635376,3590,0.9315085411071777,-0.0703272870683577,0.07377965
1206,612,361,88.89,1.928792119026184,739328,-32.49447314739227,73.33742001056672,0.00036892800000000003,0.2,29.941307067871094,0.3921875,1.6962553262710571,3600,0.9275789260864258,-0.07355787614360451,0.062856466
1206,614,362,88.61,1.5019586086273193,741376,-32.500730180740355,63.12383885383606,0.00036856391111111106,0.2,26.488019943237305,0.41064453125,1.6975491046905518,3610,0.9361541271209717,-0.07408195717725903,0.0722212
1206,616,363,86.66,-1.332495093345642,743424,-32.51353230476379,67.71912915706635,0.0003681998222222222,0.2,23.00983428955078,0.401025390625,1.6994718313217163,3620,0.9252138137817383,-0.07470110613503493,0.08230575
1206,617,364,86.32,-2.4455387592315674,745472,-32.52577369213104,66.76452609300614,0.00036783573333333335,0.2,20.89180564880371,0.423681640625,1.699772834777832,3630,0.9277989864349365,-0.07865865413914434,0.09015854
1206,619,365,86.91,-1.5002151727676392,747520,-32.529249334335326,72.25209276676178,0.0003674716444444445,0.2,20.881175994873047,0.389306640625,1.7006531953811646,3640,0.9243655204772949,-0.07229841205407865,0.066742
1207,621,366,86.94,-1.6661511659622192,749568,-32.54489505290985,74.54768326282502,0.00036710755555555553,0.2,25.915983200073242,0.400390625,1.7023812532424927,3650,0.9285995960235596,-0.07595584073569625,0.06855346
1206,623,367,88.78,1.233998417854309,751616,-32.56372005939484,72.53258743286133,0.0003667434666666667,0.2,26.801902770996094,0.40771484375,1.7052756547927856,3660,0.9304248094558716,-0.0703163313504774,0.07774611
1206,624,368,87.26,-0.421223908662796,753664,-32.58128349781036,67.82509459257126,0.00036637937777777777,0.2,27.989727020263672,0.417822265625,1.7075586318969727,3670,0.9211011528968811,-0.07698968399199657,0.07484943
1207,626,369,87.25,-0.2725156545639038,755712,-32.598062539100646,62.34962049722672,0.0003660152888888889,0.2,20.713043212890625,0.4498046875,1.7100551128387451,3680,0.9359058141708374,-0.0707357638340909,0.10815312
1207,627,370,85.74,-2.4585790634155273,757760,-32.60867156982422,60.0822433590889,0.0003656512,0.2,18.155134201049805,0.41416015625,1.71132230758667,3690,0.9331326484680176,-0.06853715783799999,0.08951532
1207,629,371,85.65,-2.87363338470459,759808,-32.628495526313785,71.77482194900513,0.0003652871111111111,0.2,26.98973274230957,0.390087890625,1.7128664255142212,3700,0.9125350117683411,-0.0737681609869469,0.06727805
1207,630,372,87.96,0.3297549784183502,761856,-32.63926384449005,56.1459486246109,0.00036492302222222223,0.2,17.97146987915039,0.4025390625,1.7138252258300781,3710,0.9344702959060669,-0.07580876467982307,0.07965678
